binder_id,target_id,binder,source,A_length,af3_ipSAE_min,af3_ipSAE_max,af3_ipSAE_avg,af3_LIS,af3_iptm_avg,af3_iptm_model_0,af3_ptm_avg,af3_ipae,af3_min_pae_contact,af3_pDockQ_min,af3_pDockQ2_max,RMSD_chA_aft_chB_align_input_af3,RMSD_complex_input_af3,af3_rosetta_interface_dG,af3_rosetta_interface_dG_SASA_ratio,af3_rosetta_interface_dSASA,af3_rosetta_interface_sc,af3_rosetta_interface_packstat,af3_rosetta_surface_hydrophobicity,af3_rosetta_interface_interface_hbonds,input_rosetta_interface_sc,input_rosetta_interface_dG,input_rosetta_interface_dG_SASA_ratio,input_rosetta_interface_dSASA,input_rosetta_interface_packstat,af3_pymol_delta_SASA,af3_pymol_percent_nonpolar,af3_pymol_hbonds,af3_pymol_num_interface_residues
longxing_ems_p1_15H_GBL_16H_GBL_14H_0057_0001_0001_0002_000000006_0001_0001,IL7Ra,0,Cao et al IL7Ra,51.0,0.148,0.151,0.068,0.206,0.62,0.63,0.83,11.2,4.5,0.203,0.244,1.3,1.37,-50.98,-3.34,1524.95,0.68,0.68,0.15,6.0,0.78,-57.42,-3.74,1535.76,0.67,821.67,47.5,4.0,40.0
ltk_site1_sap_8_mot_HHH_b2_04809_af2_000000276_0001_1_18_H___HHH_b2_02277_0001_0000100001_0000001_1_0001_af2pred_0001,LTK,0,Bennet paper LTK prospective,56.0,0.254,0.593,0.122,0.392,0.79,0.79,0.88,8.584,2.8,0.235,0.5,1.97,3.01,-41.21,-2.73,1510.24,0.62,0.67,0.21,5.0,0.64,-45.86,-2.63,1740.94,0.61,804.604,43.902,5.0,41.0
mlange05_C,EGFR,0,Adaptyv binder comp round 2,195.0,0.0,0.0,0.0,0.0,0.14,0.16,0.52,29.727,25.0,0.0,0.0,49.53,37.7,-21.43,-1.33,1613.69,0.49,0.59,0.14,3.0,0.42,-27.32,-0.91,3012.02,0.66,1012.623,37.736,8.0,53.0
mot_H_HHH_eva_0065_000000013_0001_6_10_H___EHEE_hb1_958_0001_0001,InsulinR,0,Cao et al Insulin receptor,65.0,0.012,0.016,0.012,0.09,0.26,0.28,0.71,18.75,25.0,0.066,0.04,19.57,33.24,-31.78,-2.51,1267.32,0.58,0.62,0.14,2.0,0.69,-51.24,-3.0,1705.57,0.68,783.993,45.0,4.0,40.0
mot_H_buried_HEEH_21875_000000000_0001_8_17_H___EHEE_hb1_2564_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.018,0.013,0.111,0.27,0.28,0.62,17.22,25.0,0.096,0.027,27.14,18.38,-41.63,-2.69,1549.99,0.57,0.58,0.05,1.0,0.75,-48.14,-3.18,1511.83,0.66,812.926,58.537,1.0,41.0
mot_H_buried_HHH_eva_0156_000000001_0001_26_30_H___3h_hb1_1312_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.031,0.045,0.016,0.186,0.33,0.34,0.62,13.493,25.0,0.106,0.044,22.66,24.81,-38.88,-2.52,1543.55,0.65,0.63,0.06,2.0,0.75,-65.2,-3.76,1733.54,0.69,789.256,47.619,6.0,42.0
mot_H_buried_ems_3hM_3074_000000005_0001_9_14_H___7fcaf56ba63583689c6a1ced173f321f_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.014,0.012,0.087,0.25,0.26,0.61,16.019,25.0,0.076,0.028,5.3,4.86,-29.98,-2.44,1230.87,0.57,0.48,0.26,1.0,0.81,-55.83,-3.76,1485.35,0.6,654.465,56.41,1.0,39.0
mot_H_fastrot_3h_hb1_1457_000000000_0001_52_57_H___EHEE_hb1_5557_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.05,0.064,0.017,0.173,0.38,0.45,0.65,13.485,25.0,0.172,0.119,7.12,5.11,-28.83,-2.27,1270.83,0.61,0.66,0.16,4.0,0.74,-55.99,-3.31,1690.18,0.76,739.395,52.778,3.0,36.0
mot_H_fastrot_cor_0aae35b5ad8ab43c0432737690aa3e6e_0001_1_000000000_0001_21_27_H___1c8f3be52235f7cd7406b8ed9870ca9f_0001_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.014,0.012,0.084,0.31,0.34,0.63,15.361,25.0,0.067,0.047,23.9,22.11,-34.73,-3.38,1026.31,0.8,0.63,0.18,1.0,0.74,-52.55,-3.24,1623.38,0.63,569.245,48.148,4.0,27.0
mot_H_fastrot_cor_3h_hb1_2383_000000002_0001_27_35_H___9b903dc053fd93016b460265f30c0f0c_0001_0001_0001,FGFR2,1,Cao et al FGFR2,65.0,0.017,0.026,0.014,0.154,0.38,0.4,0.65,13.55,6.3,0.138,0.051,2.32,3.03,-34.24,-2.33,1472.1,0.6,0.62,0.21,4.0,0.63,-51.12,-2.92,1750.57,0.65,750.578,54.762,2.0,42.0
mot_H_fastrot_cor_3h_hb1_5971_000000012_0001_53_59_H___EHEE_hb1_600_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.05,0.1,0.018,0.17,0.43,0.48,0.68,12.924,25.0,0.118,0.079,13.9,27.81,-46.5,-2.57,1812.13,0.71,0.57,0.13,4.0,0.8,-59.05,-3.34,1767.52,0.69,915.508,44.444,6.0,45.0
mot_H_fastrot_cor_3h_hb1_5971_000000012_0001_53_59_H___EHEE_hb1_6153_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.123,0.172,0.052,0.22,0.49,0.5,0.69,11.97,4.1,0.116,0.086,2.85,3.83,-37.45,-2.44,1534.67,0.59,0.63,0.13,2.0,0.78,-61.0,-3.46,1761.82,0.65,767.363,46.341,1.0,41.0
mot_H_fastrot_cor_3h_hb1_5971_000000012_0001_53_59_H___EHEE_hb1_876_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.084,0.117,0.035,0.21,0.49,0.5,0.68,11.752,4.7,0.198,0.06,8.44,9.6,-53.75,-2.69,1996.02,0.57,0.55,0.12,4.0,0.79,-50.11,-3.25,1543.7,0.71,957.54,48.148,5.0,54.0
mot_H_fastrot_cor_6e4aff9dfc522e4e4ce90e9205722a4a_0001_000000000_0001_23_27_H___EHEE_hb1_5070_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.012,0.012,0.011,0.065,0.17,0.25,0.57,17.942,25.0,0.081,0.018,6.33,5.27,-47.26,-2.84,1664.14,0.72,0.7,0.21,4.0,0.69,-56.38,-3.19,1765.62,0.68,981.275,52.174,4.0,46.0
mot_H_fastrot_cor_da9e5f86e81fca48f449e0e79ace5297_0001_1_000000005_0001_39_45_H___3h_hb1_1252_0001_0001_0001,FGFR2,0,Cao et al FGFR2,61.0,0.017,0.038,0.013,0.139,0.38,0.42,0.66,13.932,25.0,0.161,0.07,6.22,5.36,-40.11,-3.27,1226.8,0.7,0.61,0.06,4.0,0.74,-51.76,-3.29,1573.83,0.65,557.853,62.857,3.0,35.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___3h_hb1_3662_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.015,0.02,0.013,0.112,0.3,0.33,0.63,14.553,25.0,0.1,0.034,16.11,17.2,-39.92,-2.63,1516.24,0.56,0.59,0.1,4.0,0.73,-57.16,-3.62,1580.58,0.7,813.671,48.889,3.0,45.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___9b4810ebe31d859dda278d1af4a347dc_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.081,0.091,0.034,0.202,0.35,0.42,0.64,11.838,25.0,0.181,0.079,17.96,32.62,-55.3,-2.96,1868.91,0.6,0.55,0.12,7.0,0.73,-49.13,-3.09,1591.27,0.71,995.711,56.0,6.0,50.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___HHH_eva_0045_0001_0003_0001_0001,FGFR2,0,Cao et al FGFR2,63.0,0.055,0.086,0.019,0.19,0.42,0.44,0.68,12.421,4.9,0.16,0.058,10.46,10.74,-40.35,-2.16,1871.99,0.5,0.55,0.15,1.0,0.73,-56.04,-3.21,1743.65,0.68,949.236,50.0,3.0,52.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___b0c0654667fa6b409c38e6cab02bbf82_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.039,0.013,0.113,0.31,0.37,0.64,13.82,25.0,0.122,0.05,14.73,21.54,-38.26,-2.38,1605.93,0.59,0.65,0.14,5.0,0.77,-57.0,-3.4,1676.62,0.69,887.864,52.381,1.0,42.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___ems_3hM_2415_0001_0002_0001,FGFR2,1,Cao et al FGFR2,63.0,0.605,0.659,0.332,0.638,0.82,0.82,0.84,5.711,1.1,0.29,0.646,2.12,2.12,-49.1,-2.73,1795.65,0.68,0.65,0.06,4.0,0.72,-60.99,-3.49,1746.83,0.69,883.607,53.659,6.0,41.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_56_61_H___ems_3hM_2512_0001_0001_0001_0001,FGFR2,1,Cao et al FGFR2,64.0,0.216,0.221,0.138,0.34,0.57,0.61,0.74,8.743,3.3,0.224,0.282,14.66,24.06,-37.12,-2.56,1449.71,0.68,0.56,0.15,4.0,0.74,-56.95,-3.61,1575.8,0.62,797.702,48.837,4.0,43.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_57_61_H___3ac16779e8f5e64f8d5afa0df408b04d_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.019,0.013,0.115,0.3,0.34,0.63,15.621,25.0,0.099,0.039,3.64,2.97,-34.63,-2.51,1381.05,0.57,0.48,0.27,5.0,0.7,-50.43,-3.39,1486.67,0.64,782.979,53.659,1.0,41.0
mot_H_fastrot_cor_ems_3hM_199_000000020_0001_57_61_H___3h_hb1_5454_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.024,0.057,0.018,0.216,0.38,0.39,0.65,13.168,4.8,0.135,0.062,8.61,9.05,-31.96,-2.1,1522.48,0.65,0.51,0.06,2.0,0.73,-64.17,-3.17,2024.14,0.62,922.663,52.273,5.0,44.0
mot_H_fastrot_cor_ems_3hM_3402_000000021_0001_49_57_H___3h_hb1_6854_0001_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.028,0.067,0.013,0.145,0.4,0.42,0.67,13.519,6.3,0.169,0.048,5.7,7.55,-42.31,-2.25,1877.55,0.55,0.53,0.13,1.0,0.72,-52.71,-3.15,1673.24,0.69,1082.688,46.429,2.0,56.0
mot_H_fastrot_cor_ems_3hM_3402_000000021_0001_49_57_H___EHEE_hb1_4077_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.0,0.0,0.0,0.0,0.19,0.25,0.58,20.322,25.0,0.0,0.0,12.3,11.24,-44.29,-3.17,1396.63,0.7,0.59,0.11,3.0,0.7,-53.42,-3.29,1621.36,0.71,727.698,52.778,1.0,36.0
mot_H_fastrot_cor_f8f8a4152cc90f14bb898546c27f9520_0001_000000007_0001_34_38_H___3h_hb1_2056_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.014,0.016,0.013,0.108,0.25,0.27,0.6,15.707,25.0,0.111,0.032,23.04,19.18,-36.15,-2.39,1514.57,0.54,0.59,0.03,0.0,0.74,-56.6,-3.3,1713.72,0.65,808.676,47.5,0.0,40.0
mot_H_fastrot_cor_f8f8a4152cc90f14bb898546c27f9520_0001_000000007_0001_34_42_H___4h_hb1_2666_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.14,0.171,0.037,0.198,0.45,0.52,0.7,10.489,4.6,0.122,0.158,5.86,6.56,-37.37,-2.88,1295.79,0.59,0.52,0.07,2.0,0.77,-60.19,-3.92,1535.59,0.68,744.523,50.0,4.0,36.0
mot_H_fastrot_ems_3hC_244_0002_000000001_0001_25_34_H___e1030ed65d0c7994dfac754902c1b018_0001_1_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.179,0.201,0.078,0.259,0.42,0.5,0.65,10.798,3.4,0.126,0.103,16.71,18.98,-41.52,-2.9,1431.81,0.71,0.52,0.26,2.0,0.67,-56.48,-3.12,1810.21,0.73,742.191,61.538,1.0,39.0
mot_H_normal_2f052b2daf090c755de65daeed84768b_0001_1_000000002_0001_20_26_H___02343a121c35a1ca750c8b0f0b2ad607_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.059,0.107,0.02,0.178,0.43,0.5,0.68,11.635,25.0,0.215,0.102,18.49,25.43,-33.6,-2.5,1345.34,0.57,0.6,0.14,1.0,0.73,-61.25,-3.39,1808.52,0.65,711.882,56.818,2.0,44.0
mot_H_normal_304dd668f33ab1d6143cf7f840504353_0001_000000002_0001_2_8_H___EHEE_hb1_597_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.023,0.079,0.013,0.143,0.37,0.41,0.65,13.2,5.5,0.08,0.076,28.53,32.37,-34.88,-2.39,1460.33,0.51,0.6,0.24,4.0,0.73,-47.02,-3.07,1533.93,0.73,891.419,36.364,3.0,44.0
mot_H_normal_3h_hb1_3434_000000000_0001_27_33_H___EHEE_hb1_3733_0001_0002_0001,FGFR2,0,Cao et al FGFR2,65.0,0.521,0.567,0.291,0.558,0.8,0.8,0.83,6.502,1.4,0.279,0.649,36.65,17.49,-31.31,-2.37,1320.53,0.61,0.57,0.05,4.0,0.65,-46.1,-2.71,1698.65,0.72,730.991,55.263,4.0,38.0
mot_H_normal_3h_hb1_3604_000000000_0001_4_11_H___3h_hb1_622_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,61.0,0.067,0.071,0.033,0.219,0.37,0.4,0.67,11.705,4.9,0.106,0.083,23.09,24.08,-35.46,-2.56,1383.06,0.57,0.64,0.13,1.0,0.7,-67.08,-3.64,1841.21,0.7,718.625,48.571,2.0,35.0
mot_H_normal_3h_hb1_3627_000000010_0001_51_57_H___42781771f41cd8c275d06381651c929e_0001_1_0001_0001_0001,FGFR2,1,Cao et al FGFR2,65.0,0.704,0.728,0.417,0.687,0.87,0.87,0.86,4.734,0.9,0.384,0.548,2.05,2.02,-57.29,-3.19,1797.25,0.74,0.61,0.19,8.0,0.75,-62.71,-3.55,1766.38,0.67,920.739,54.545,3.0,44.0
mot_H_normal_3h_hb1_6816_000000000_0001_50_58_H___3h_hb1_2672_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.345,0.411,0.212,0.472,0.64,0.71,0.77,7.107,2.3,0.183,0.644,28.12,21.04,-35.1,-3.02,1163.42,0.63,0.75,0.08,7.0,0.68,-60.88,-3.73,1631.24,0.69,701.685,39.394,2.0,33.0
mot_H_normal_3h_hb1_6816_000000000_0001_50_58_H___50bb92c43185242dd741b67c870cb38c_0001_1_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.016,0.022,0.014,0.162,0.37,0.41,0.65,13.369,7.0,0.186,0.066,19.59,18.02,-38.17,-2.46,1554.19,0.61,0.61,0.15,2.0,0.65,-53.01,-3.02,1754.82,0.7,913.009,47.619,5.0,42.0
mot_H_normal_8c68aacd1394bbd7e9861905d67c5795_0001_1_000000003_0001_19_25_H___886c6eb027ae3cf96a25d0dbff2e2d77_0001_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.12,0.131,0.048,0.227,0.4,0.46,0.68,10.86,5.2,0.166,0.103,15.24,30.76,-45.32,-2.53,1787.97,0.59,0.57,0.18,5.0,0.7,-54.62,-3.31,1651.78,0.71,1079.955,54.717,7.0,53.0
mot_H_normal_HEEHE_2363_000000001_0001_43_52_H___ems_3hC_891_0001_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.015,0.017,0.012,0.104,0.28,0.28,0.62,16.286,25.0,0.07,0.042,21.55,20.75,-30.53,-2.3,1324.64,0.67,0.53,0.27,3.0,0.69,-57.87,-3.24,1783.66,0.67,704.504,50.0,4.0,38.0
mot_H_normal_HEEH_06813_000000019_0001_52_62_H___34a37739ef0a54feefae6a95fd5832fe_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.644,0.679,0.36,0.665,0.83,0.84,0.85,4.583,1.1,0.452,0.81,3.93,2.53,-35.68,-2.43,1465.45,0.65,0.54,0.16,3.0,0.8,-54.78,-3.48,1574.13,0.63,750.145,50.0,5.0,40.0
mot_H_normal_HEEH_22986_000000001_0001_5_10_H___2d68222805c583f3cc145c7acb05988a_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.014,0.012,0.126,0.24,0.29,0.6,15.558,25.0,0.103,0.035,18.69,16.26,-34.78,-2.32,1497.7,0.51,0.47,0.34,1.0,0.57,-29.3,-2.17,1352.27,0.65,742.694,64.103,2.0,39.0
mot_H_normal_HHH_eva_0080_000000003_0001_7_14_H___3h_hb1_5745_0001_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.041,0.065,0.019,0.156,0.44,0.48,0.69,11.771,25.0,0.198,0.061,19.13,25.32,-38.42,-2.39,1608.51,0.65,0.59,0.1,1.0,0.69,-48.47,-3.08,1572.22,0.67,939.376,46.939,3.0,49.0
mot_H_normal_HHH_eva_0323_000000006_0001_51_58_H___3h_hb1_4_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.14,0.171,0.078,0.284,0.52,0.55,0.72,10.05,4.0,0.254,0.125,22.6,24.08,-43.43,-2.83,1533.84,0.66,0.59,0.07,2.0,0.73,-57.72,-3.49,1654.78,0.7,810.229,47.917,2.0,48.0
mot_H_normal_a1d7bc4cdf5521605c83c636b39737d7_0001_1_000000009_0001_59_63_H___4h_hb1_3786_0001_0001_0001,FGFR2,0,Cao et al FGFR2,61.0,0.012,0.012,0.011,0.052,0.21,0.22,0.61,18.846,25.0,0.074,0.018,16.7,14.67,-49.7,-2.76,1803.09,0.69,0.63,0.14,6.0,0.63,-54.83,-3.31,1658.47,0.63,968.052,43.182,6.0,44.0
mot_H_normal_d828b9a9cb6a11aadad07c4d64fcbd75_0001_1_000000007_0001_27_32_H___3h_hb1_2438_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.016,0.045,0.014,0.15,0.38,0.41,0.67,13.124,8.7,0.149,0.059,18.32,20.35,-39.99,-2.57,1553.95,0.59,0.5,0.1,1.0,0.65,-52.61,-2.76,1905.44,0.61,933.033,52.174,4.0,46.0
mot_H_normal_ems_3hM_1194_000000001_0001_2_11_H___3h_hb1_2358_0001_0002_1_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.014,0.075,0.013,0.117,0.31,0.42,0.64,12.978,25.0,0.075,0.072,23.57,22.7,-23.86,-2.35,1015.78,0.55,0.64,0.12,1.0,0.72,-51.22,-3.02,1698.77,0.67,708.709,50.0,2.0,40.0
mot_H_normal_ems_3hM_1194_000000001_0001_2_11_H___3h_hb1_3979_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,62.0,0.015,0.021,0.014,0.143,0.34,0.38,0.65,14.864,25.0,0.091,0.044,4.96,4.15,-45.67,-2.56,1783.7,0.73,0.53,0.13,4.0,0.75,-58.65,-3.48,1687.45,0.63,896.497,52.273,1.0,44.0
mot_H_normal_ems_3hM_132_000000003_0001_1_47_55_H___188d228e95c3fc858553d07409058b39_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.501,0.597,0.283,0.605,0.76,0.77,0.8,6.008,1.3,0.339,0.506,5.87,5.14,-40.82,-2.61,1566.96,0.62,0.65,0.2,4.0,0.69,-50.5,-3.11,1622.53,0.68,847.057,50.0,2.0,44.0
mot_H_normal_ems_3hM_132_000000003_0001_1_47_55_H___EHEE_hb1_5115_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.691,0.75,0.4,0.659,0.86,0.86,0.87,5.173,1.0,0.466,0.577,21.01,16.53,-60.77,-2.9,2094.95,0.66,0.55,0.11,3.0,0.72,-59.94,-3.47,1728.96,0.63,1185.242,42.424,3.0,66.0
mot_H_normal_ems_3hM_132_000000003_0001_1_47_55_H___EHEE_hb1_6315_0001_0002_0001,FGFR2,0,Cao et al FGFR2,65.0,0.016,0.06,0.014,0.142,0.43,0.45,0.68,13.676,7.5,0.149,0.054,16.46,26.58,-54.29,-2.65,2045.41,0.6,0.55,0.15,5.0,0.61,-46.25,-2.7,1710.61,0.61,1027.505,46.0,5.0,50.0
mot_H_normal_ems_3hM_132_000000003_0001_1_47_55_H___ems_3hC_202_0001_0002_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.049,0.094,0.024,0.197,0.43,0.46,0.69,11.746,5.5,0.169,0.078,21.53,19.49,-44.4,-2.67,1663.31,0.69,0.61,0.06,5.0,0.7,-65.98,-3.46,1905.8,0.67,912.17,50.0,5.0,44.0
mot_H_normal_ems_3hM_2997_000000001_0001_48_58_H___EHEE_hb1_5976_0001_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.364,0.427,0.227,0.43,0.64,0.68,0.78,7.286,2.2,0.156,0.491,25.64,21.38,-38.65,-2.81,1374.19,0.61,0.61,0.12,3.0,0.78,-47.93,-3.16,1517.49,0.66,817.392,46.341,8.0,41.0
mot_P_normal_EHEE_hb1_1591_000000008_0001_3_5_61_63_P___EHEE_hb1_2741_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.023,0.037,0.014,0.166,0.34,0.37,0.64,14.913,25.0,0.116,0.046,11.89,11.15,-54.87,-3.08,1781.31,0.68,0.64,0.21,7.0,0.69,-60.11,-3.66,1642.62,0.72,891.122,47.727,8.0,44.0
mot_P_normal_EHEE_hb1_2910_000000004_0001_46_48_59_61_P___EHEE_hb1_2943_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.017,0.018,0.014,0.153,0.27,0.35,0.6,14.611,7.9,0.152,0.038,8.6,6.74,-38.81,-2.82,1377.98,0.64,0.72,0.18,4.0,0.7,-47.4,-3.38,1403.55,0.72,777.055,47.5,6.0,40.0
mot_P_normal_ems_ferrC_544_000000006_0001_27_29_34_36_P___HEEHE_2430_0001_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.141,0.184,0.066,0.262,0.47,0.49,0.69,10.721,3.4,0.158,0.12,21.65,20.25,-42.16,-2.79,1511.2,0.64,0.64,0.19,5.0,0.78,-62.05,-3.9,1590.08,0.73,753.25,50.0,2.0,40.0
nickboyd_Domain2_Seq3,EGFR,0,Adaptyv binder comp round 1,43.0,0.021,0.123,0.013,0.124,0.66,0.67,0.64,19.606,6.0,0.115,0.097,15.51,27.46,-19.67,-1.94,1012.12,0.62,0.6,0.29,2.0,0.57,-32.2,-2.25,1431.81,0.6,527.998,27.586,6.0,29.0
nside_mot_4a0b58da0a66d934d1bcaa80596e03bc_0001_1_000000014_0001_27_32_H___ems_3hM_1087_0001_0001,EGFR,1,Cao et al EGFR,62.0,0.688,0.778,0.435,0.668,0.88,0.89,0.88,5.728,0.9,0.325,0.728,2.4,2.43,-51.88,-2.99,1736.13,0.77,0.79,0.04,8.0,0.72,-66.31,-3.57,1854.98,0.68,924.678,30.435,9.0,46.0
nsplice_r1_4b397ff321495f1cf064223b6ad1b1e1_0001_000000002_0001_0001_24_33_H____8edf3dbcd0f6789eec36dd53d59925b1_0001_0001_0001_0001_0001_17_50_HHH_01_28920_37_0001,VirB8,1,Cao et al VirB8,65.0,0.388,0.542,0.25,0.451,0.78,0.79,0.86,7.326,2.0,0.467,0.773,3.46,3.64,-52.49,-3.17,1654.25,0.69,0.57,0.23,5.0,0.78,-56.52,-3.64,1553.73,0.71,893.625,55.263,3.0,38.0
p53_AF2_18,Mdm2,1,Mdm2 Watson et al,95.0,0.658,0.739,0.475,0.664,0.85,0.86,0.86,4.238,1.0,0.394,0.821,2.95,2.0,-42.79,-2.53,1691.11,0.66,0.6,0.2,3.0,0.68,-44.23,-2.42,1829.46,0.53,887.42,37.209,4.0,43.0
p53_AF2_36,Mdm2,1,Mdm2 Watson et al,115.0,0.721,0.795,0.399,0.621,0.89,0.9,0.85,4.603,0.9,0.456,0.814,2.62,2.17,-62.06,-2.79,2223.5,0.66,0.5,0.24,9.0,0.68,-54.89,-2.74,2002.73,0.59,1021.453,42.553,5.0,47.0
p53_AF2_59,Mdm2,1,Mdm2 Watson et al,97.0,0.74,0.768,0.528,0.698,0.86,0.88,0.88,3.871,0.9,0.393,0.851,5.74,3.3,-48.43,-2.57,1885.2,0.58,0.62,0.07,4.0,0.57,-43.48,-2.25,1934.24,0.56,877.321,44.444,3.0,45.0
p53_AF2_62,Mdm2,0,Mdm2 Watson et al,77.0,0.693,0.78,0.498,0.706,0.87,0.87,0.88,3.796,0.9,0.391,0.845,3.57,2.0,-38.01,-2.28,1670.01,0.67,0.6,0.22,2.0,0.7,-56.62,-2.79,2030.42,0.63,801.036,46.341,6.0,41.0
p53_AF2_72,Mdm2,0,Mdm2 Watson et al,85.0,0.702,0.763,0.432,0.658,0.87,0.87,0.87,4.156,1.0,0.481,0.789,1.2,1.17,-73.38,-3.26,2251.59,0.7,0.64,0.17,8.0,0.75,-79.87,-3.47,2299.24,0.58,1249.947,50.943,8.0,53.0
pol_1f9913b7c5dabb30183ca9be15803902_0001_1_000000006_0001_0001,InsulinR,0,Cao et al Insulin receptor,65.0,0.131,0.192,0.066,0.231,0.44,0.56,0.78,10.395,4.0,0.128,0.185,2.58,1.78,-50.65,-3.15,1605.65,0.64,0.69,0.22,4.0,0.66,-61.6,-3.71,1660.92,0.64,897.82,44.681,6.0,47.0
pol_HEEHE_3011_000000011_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.014,0.015,0.012,0.105,0.29,0.34,0.62,15.041,25.0,0.141,0.034,4.12,3.77,-46.67,-3.09,1511.97,0.7,0.57,0.12,4.0,0.62,-60.38,-3.48,1732.69,0.69,842.188,43.182,1.0,44.0
pol_HEEHE_3132_000000027_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.015,0.015,0.012,0.079,0.28,0.3,0.61,17.368,25.0,0.121,0.031,28.2,22.8,-44.17,-2.7,1637.79,0.67,0.69,0.17,11.0,0.77,-70.26,-3.69,1901.74,0.74,832.051,53.488,6.0,43.0
pol_HEEHE_3342_000000009_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.016,0.058,0.014,0.14,0.36,0.37,0.65,13.589,6.9,0.113,0.044,19.79,16.76,-43.62,-2.59,1684.34,0.66,0.68,0.06,2.0,0.65,-60.35,-3.32,1816.02,0.63,961.364,52.083,2.0,48.0
pol_b1cb25c0e7dfcf6d9372bc33a2507aba_0001_1_000000002_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.013,0.013,0.012,0.073,0.28,0.36,0.62,18.03,25.0,0.134,0.026,41.78,23.21,-32.01,-2.89,1106.36,0.68,0.58,0.17,6.0,0.78,-59.16,-3.45,1714.47,0.67,553.792,63.333,2.0,30.0
pol_c68078bd548daad3d0e699638a646fa2_0001_000000026_0001_0001,FGFR2,0,Cao et al FGFR2,65.0,0.061,0.083,0.023,0.172,0.51,0.51,0.7,11.828,25.0,0.313,0.112,20.24,21.3,-37.74,-2.33,1621.4,0.62,0.62,0.23,3.0,0.63,-58.1,-3.32,1751.68,0.68,927.844,43.182,4.0,44.0
pol_ems_3hM_3115_000000012_0001_0001,FGFR2,0,Cao et al FGFR2,64.0,0.016,0.03,0.014,0.15,0.33,0.36,0.65,13.677,25.0,0.081,0.058,4.54,3.83,-44.11,-3.59,1229.58,0.75,0.58,0.1,1.0,0.71,-53.88,-3.28,1644.69,0.68,720.054,52.778,3.0,36.0
